"Короткое название";"Артикул";"Цена_Розничная"
"PEDIGREE первый прикорм для щенков всех пород старше месяца с курицей 4,3 кг";"620328";"995"
"PEDIGREE сухой корм для щенков всех пород с курицей 600 г";"620329";"134"
"PERFECT FIT сухой корм Adult для взрослых собак мелких и миниатюрных пород с курицей 2,6 кг";"620330";"881"
"PERFECT FIT сухой корм Adult для собак средних и крупных пород старше года с курицей 2,6 кг";"620331";"881"
"PERFECT FIT сухой корм Adult для собак мелких и миниатюрных пород старше года с курицей 500 г";"620332";"192"
"PERFECT FIT сухой корм Adult для собак средних и крупных пород старше года с курицей 800 г";"620333";"304"
"PERFECT FIT сухой корм Junior для щенков мелких и миниатюрных пород собак с курицей 500 г";"620334";"211"
"PERFECT FIT сухой корм Junior для щенков средних и крупных пород собак с курицей 800 г";"620335";"335"
"8 IN 1 добавка Excel Calcium для щенков и взрослых собак 155 таблеток";"620336";"442"
"8 IN 1 Косточка для крупных собак с Говядиной DELIGHTS Beef L 21 см 1 шт";"620337";"491"
"8 IN 1 Косточка для мелких и средних собак с Говядиной DELIGHTS Beef S 11 см 1 шт";"620338";"276"
"8 IN 1 Косточка для мелких собак  с Говядиной DELIGHTS Beef XS 7,5 см 7 шт";"620339";"431"
"8 IN 1 мультивитамины для щенков Excel 100 шт";"620340";"539"
"8 IN 1 Мультивитамины для взрослых собак Excel 70 шт";"620341";"615"
"8 IN 1 пивные дрожжи для кошек и собак Excel 140 шт";"620342";"322"
"8 IN 1 пивные дрожжи для кошек и собак Excel 260 шт";"620343";"521"
"8 IN 1 пивные дрожжи для собак крупных пород Excel 80 шт";"620344";"550"
"АВЗ  витамины для щенков  Радостин  от 21 дня до 18 мес с говядиной и пребиотики 90 т";"620345";"202"
"АВЗ витамины для собак Радостин до 6 лет с говядиной и селеном 90 т";"620346";"202"
"МНЯМС Лакомые палочки для собак с Говядиной 45 гр";"620347";"146"
"МНЯМС Лакомые палочки для собак с Ягненком 45 гр";"620348";"146"
"МНЯМС Лакомство для собак Куриные грудки 100 гр";"620349";"245"
"PEDIGREE лакомство для щенков Tasty Bites Puppy с курицей 125 г";"620350";"104"
"PEDIGREE лакомство для собак Biscrok 200 г";"620351";"104"
"PEDIGREE лакомство для собак Tasty Bites с говядиной 130 г";"620352";"104"
"PEDIGREE лакомство для собак Tasty Bites с курицей 130 г";"620353";"104"
"PEDIGREE лакомство для собак Tasty Bites с курицей 95 г";"620354";"104"
"PRO PLAN лакомство Dental Pro Bar для собак крупных и средних пород 150 г";"620355";"235"
"ROYAL CANIN подкормка Educ для поощрения собак во время дрессировки 50 г 1";"620356";"62"
"ЗУБОЧИСТИКИ лакомство для собак крупных пород Кальциевые 1 шт";"620357";"174"
"ЗУБОЧИСТИКИ лакомство для собак средних пород  Кальциевые 1 шт";"620358";"146"
"PEDIGREE лакомство Rodeo для взрослых собак всех пород с говядиной 70 г";"620359";"79"
"PEDIGREE лакомство Markies для взрослых собак для укрепления костей 150 г";"620360";"86"
"PEDIGREE лакомство Jumbone Mini для взрослых собак мелких пород с говядиной 180 г";"620361";"175"
"PEDIGREE лакомство Denta Stix для собак средних пород 180 г";"620362";"190"
"PEDIGREE лакомство Denta Stix дл собак средних пород 77 г";"620363";"88"
"PEDIGREE лакомство Denta Stix для собак малых пород 45 г";"620364";"54"
"PEDIGREE лакомство Denta Stix для собак малых пород 110 г";"620365";"128"
"PEDIGREE лакомство Denta Stix для собак крупных пород 270 г";"620366";"218"
"ОНТЕКС пеленки для животных ZOO одноразовые впитывающие 60х60 см 10 шт";"620367";"216"
"ОНТЕКС пеленки для животных ZOO одноразовые впитывающие 60х60 см 30 шт";"620368";"518"
"ОНТЕКС пеленки для животных ZOO одноразовые впитывающие 60х90 см 10 шт";"620369";"319"
"ОНТЕКС пеленки для животных ZOO одноразовые впитывающие 60х90 см 30 шт";"620370";"764"
"РУССКИЙ ЧЕМПИОН поглотитель запаха и пятен для собак 500 мл";"620371";"196"
"УЮТ пеленки впитывающие гелевые для животных XL 60x90 15 шт";"620372";"716"
"УЮТ средство для приучения к туалету Отучитель 250 мл";"620373";"304"
"УЮТ средство для приучения к туалету Приучитель 250 мл";"620374";"304"
"8 IN 1 шампунь для кошек и собак PC Shed Control & Hairball против линьки и колтунов с тропическим ароматом 295 мл";"620375";"412"
"8 IN 1 шампунь для собак PC Gentle Hypoallergenic гипоаллергенный 473 мл";"620376";"382"
