"";"Цена_Зачеркнутая";"Цена_Трансазия";"Цена_Розничная";"Цена_Трансазия_от 3 шт.";"Минимальное количество"
"350058";"";"198";"248";"";"1"
"350070";"";"168";"210";"";"1"
"350068";"";"168";"210";"";"1"
"350060";"";"133";"166";"";"1"
"350038";"";"145";"181";"";"1"
"350041";"";"113";"141";"";"1"
"380121";"";"145";"181";"";"1"
"350036";"";"145";"181";"";"1"
"350033";"";"113";"141";"";"1"
"350035";"";"116";"145";"";"1"
"350057";"";"133";"166";"";"1"
"380120";"";"145";"181";"";"1"
"350042";"";"113";"141";"";"1"
"350037";"";"163";"204";"";"1"
"350034";"";"116";"145";"";"1"
"350081";"";"183";"229";"";"1"
"350083";"";"183";"229";"";"1"
"380174";"";"150";"188";"";"1"
"350024";"";"152";"190";"";"1"
"380051";"";"183";"229";"";"1"
"350082";"";"183";"229";"";"1"
"380123";"";"183";"229";"";"1"
"350084";"";"223";"279";"";"1"
"350089";"";"183";"229";"";"1"
"350088";"";"150";"188";"";"1"
"350090";"";"183";"229";"";"1"
"380054";"";"223";"279";"";"1"
"350093";"";"223";"279";"";"1"
"350086";"";"150";"188";"";"1"
"380052";"";"183";"229";"";"1"
"380053";"";"150";"188";"";"1"
"350111";"166";"126";"158";"";"1"
"350115";"166";"126";"158";"";"1"
"350099";"166";"126";"158";"";"1"
"350087";"";"150";"188";"";"1"
"570015";"";"223";"279";"";"1"
"350091";"";"128";"160";"";"1"
"350106";"166";"126";"158";"";"1"
"350100";"166";"126";"158";"";"1"
"350108";"166";"126";"158";"";"1"
"350102";"166";"126";"158";"";"1"
"350119";"166";"126";"158";"";"1"
"350095";"166";"126";"158";"";"1"
"350094";"166";"126";"158";"";"1"
"350113";"137";"104";"130";"";"1"
"350107";"137";"104";"130";"";"1"
"350112";"90";"68";"85";"";"1"
"350109";"137";"104";"130";"";"1"
"350104";"137";"104";"130";"";"1"
"350110";"137";"104";"130";"";"1"
"350114";"183";"139";"174";"";"1"
"350096";"137";"104";"130";"";"1"
"350103";"137";"104";"130";"";"1"
"350097";"137";"104";"130";"";"1"
"350118";"183";"139";"174";"";"1"
"350122";"";"203";"254";"";"1"
"350098";"183";"139";"174";"";"1"
"350105";"183";"139";"174";"";"1"
"350125";"";"152";"190";"";"1"
"350121";"";"188";"235";"";"1"
"350123";"";"120";"150";"";"1"
"350021";"";"203";"254";"";"1"
"350126";"";"152";"190";"";"1"
"350124";"";"120";"150";"";"1"
"350020";"";"203";"254";"";"1"
"350022";"";"203";"254";"";"1"
"350010";"";"188";"235";"";"1"
"350019";"";"188";"235";"";"1"
"350138";"";"168";"210";"";"1"
"350017";"";"188";"235";"";"1"
"350137";"168";"126";"158";"";"1"
"380118";"";"182";"228";"";"1"
"350140";"168";"126";"158";"";"1"
"350030";"";"120";"150";"";"1"
"350032";"";"120";"150";"";"1"
"350139";"";"198";"248";"";"1"
"350029";"";"120";"150";"";"1"
"350031";"";"120";"150";"";"1"
"350012";"182";"163";"204";"";"1"
"350011";"182";"163";"204";"";"1"
"350014";"279";"251";"314";"";"1"
"350015";"153";"137";"171";"";"1"
"350013";"279";"251";"314";"";"1"
"350016";"153";"137";"171";"";"1"
"350023";"";"152";"190";"";"1"
"350025";"";"152";"190";"";"1"
"330167";"";"260";"325";"";"1"
"350026";"";"152";"190";"";"1"
"350028";"";"120";"150";"";"1"
"330168";"";"260";"325";"";"1"
"330165";"";"260";"325";"";"1"
"330169";"";"260";"325";"";"1"
"330170";"";"260";"325";"";"1"
"330171";"";"260";"325";"";"1"
"330166";"";"260";"325";"";"1"
"330051";"";"160";"200";"";"1"
"330136";"148";"112";"140";"";"1"
"330139";"148";"112";"140";"";"1"
"330141";"148";"112";"140";"";"1"
"330134";"148";"112";"140";"";"1"
"330149";"153";"116";"145";"";"1"
"330147";"153";"116";"145";"";"1"
"330146";"153";"116";"145";"";"1"
"330145";"153";"116";"145";"";"1"
"330150";"153";"116";"145";"";"1"
"330065";"281";"213";"266";"";"1"
"330144";"153";"116";"145";"";"1"
"330064";"281";"213";"266";"";"1"
"330063";"281";"213";"266";"";"1"
"330062";"244";"185";"231";"";"1"
"330059";"244";"185";"231";"";"1"
"330060";"244";"185";"231";"";"1"
"330074";"403";"306";"382";"";"1"
"330057";"244";"185";"231";"";"1"
"330066";"244";"185";"231";"";"1"
"330058";"244";"185";"231";"";"1"
"330067";"244";"185";"231";"";"1"
"330073";"403";"306";"382";"";"1"
"330072";"403";"306";"382";"";"1"
"330070";"403";"306";"382";"";"1"
"330069";"403";"306";"382";"";"1"
"330068";"403";"306";"382";"";"1"
"330075";"";"306";"382";"";"1"
"330061";"281";"213";"266";"";"1"
"330056";"244";"185";"231";"";"1"
"330160";"332";"252";"315";"";"1"
"330156";"332";"252";"315";"";"1"
"330157";"332";"252";"315";"";"1"
"330154";"332";"252";"315";"";"1"
"330152";"332";"252";"315";"";"1"
"330161";"332";"252";"315";"";"1"
"330158";"";"252";"315";"";"1"
"330153";"332";"252";"315";"";"1"
"330162";"332";"252";"315";"";"1"
"330159";"332";"252";"315";"";"1"
"520012";"";"828";"1035";"803";"1"
"520042";"";"828";"1035";"803";"1"
"520017";"";"1815";"2269";"1761";"1"
"520018";"";"703";"879";"682";"1"
"520011";"";"478";"598";"";"1"
"520021";"";"98";"122";"";"1"
"520020";"";"98";"122";"";"1"
"570215";"";"134";"168";"";"1"
"570214";"";"98";"122";"";"1"
"520010";"";"478";"598";"";"1"
"520033";"";"134";"168";"";"1"
"520028";"";"98";"122";"";"1"
"520027";"";"98";"122";"";"1"
"520034";"";"98";"122";"";"1"
"520025";"";"98";"122";"";"1"
"520026";"";"98";"122";"";"1"
"520022";"";"134";"168";"";"1"
"520053";"";"152";"190";"";"1"
"520113";"";"887";"1109";"860";"1"
"520051";"";"62";"78";"";"1"
"520054";"";"62";"78";"";"1"
"520052";"";"152";"190";"";"1"
"520055";"";"62";"78";"";"1"
"520049";"";"62";"78";"";"1"
"520048";"";"62";"78";"";"1"
"520047";"";"62";"78";"";"1"
"520016";"";"703";"879";"682";"1"
"570054";"";"828";"1035";"803";"1"
"570053";"";"847";"1059";"822";"1"
"570051";"";"2055";"2569";"1993";"1"
"380129";"";"968";"1210";"939";"1"
"520014";"";"828";"1035";"803";"1"
"330031";"279";"242";"302";"";"1"
"330035";"333";"289";"361";"";"1"
"570058";"";"206";"258";"";"1"
"570057";"";"206";"258";"";"1"
"330036";"279";"242";"302";"";"1"
"330034";"279";"242";"302";"";"1"
"330017";"";"152";"190";"";"1"
"330032";"279";"242";"302";"";"1"
"330033";"279";"242";"302";"";"1"
"330016";"";"152";"190";"";"1"
"330015";"";"152";"190";"";"1"
"330037";"";"586";"732";"";"1"
"380130";"";"586";"732";"";"1"
"330039";"";"304";"380";"";"1"
"330013";"";"253";"316";"";"1"
"330014";"";"182";"228";"";"1"
"330050";"";"182";"228";"";"1"
"330038";"";"206";"258";"";"1"
"330049";"";"253";"316";"";"1"
"380180";"";"182";"228";"";"1"
"330040";"";"304";"380";"";"1"
"330019";"";"253";"316";"";"1"
"330027";"";"253";"316";"";"1"
"330018";"";"182";"228";"";"1"
"330047";"";"206";"258";"";"1"
"330043";"";"206";"258";"";"1"
"330046";"";"206";"258";"";"1"
"330042";"";"304";"380";"";"1"
"330048";"";"206";"258";"";"1"
"330044";"";"206";"258";"";"1"
"330134";"148";"112";"140";"";"1"
"330142";"148";"112";"140";"";"1"
"330139";"148";"112";"140";"";"1"
"330131";"148";"112";"140";"";"1"
"330041";"";"304";"380";"";"1"
"330129";"148";"112";"140";"";"1"
"330138";"148";"112";"140";"";"1"
"330132";"148";"112";"140";"";"1"
"330136";"148";"112";"140";"";"1"
"330055";"";"143";"179";"";"1"
"330133";"148";"112";"140";"";"1"
"330076";"279";"242";"302";"";"1"
"330029";"";"84";"105";"";"1"
"330077";"279";"242";"302";"";"1"
"380061";"";"143";"179";"";"1"
"330078";"279";"242";"302";"";"1"
"330079";"";"1136";"1420";"1102";"1"
"330112";"241";"207";"259";"";"1"
"380128";"";"422";"528";"";"1"
"330081";"";"1136";"1420";"1102";"1"
"330030";"";"84";"105";"";"1"
"330111";"241";"207";"259";"";"1"
"380060";"241";"207";"259";"";"1"
"330119";"";"153";"191";"";"1"
"330021";"241";"207";"259";"";"1"
"330024";"";"153";"191";"";"1"
"330094";"241";"207";"259";"";"1"
"330115";"241";"207";"259";"";"1"
"330100";"241";"207";"259";"";"1"
"330113";"241";"207";"259";"";"1"
"330104";"241";"207";"259";"";"1"
"330099";"";"153";"191";"";"1"
"330107";"";"153";"191";"";"1"
"330114";"";"153";"191";"";"1"
"330105";"";"153";"191";"";"1"
"330109";"241";"207";"259";"";"1"
"330097";"";"153";"191";"";"1"
"330118";"241";"207";"259";"";"1"
"330101";"";"153";"191";"";"1"
"330127";"";"221";"276";"";"1"
"330117";"241";"207";"259";"";"1"
"330025";"241";"207";"259";"";"1"
"330021";"";"153";"191";"";"1"
"330023";"241";"207";"259";"";"1"
"330020";"241";"207";"259";"";"1"
"330120";"";"66";"82";"";"1"
"330022";"241";"207";"259";"";"1"
"330124";"";"221";"276";"";"1"
"330122";"";"221";"276";"";"1"
"330125";"";"221";"276";"";"1"
"330123";"";"221";"276";"";"1"
"330121";"";"221";"276";"";"1"
"330053";"";"143";"179";"";"1"
"330128";"";"221";"276";"";"1"
"330126";"";"221";"276";"";"1"
"330151";"";"113";"141";"";"1"
"330028";"";"182";"228";"";"1"
"330164";"";"199";"249";"";"1"
"330315";"";"197";"246";"";"1"
"330054";"";"143";"179";"";"1"
"330319";"";"197";"246";"";"1"
"380184";"";"160";"200";"";"1"
"330292";"";"160";"200";"";"1"
"330290";"";"160";"200";"";"1"
"330269";"150";"114";"142";"";"1"
"330284";"150";"114";"142";"";"1"
"330273";"150";"114";"142";"";"1"
"330220";"";"218";"272";"";"1"
"330218";"";"218";"272";"";"1"
"330274";"150";"114";"142";"";"1"
"330219";"";"218";"272";"";"1"
"330229";"";"156";"195";"";"1"
"330216";"";"73";"91";"";"1"
"330228";"";"156";"195";"";"1"
"330236";"";"201";"251";"";"1"
"330215";"";"73";"91";"";"1"
"330258";"";"104";"130";"";"1"
"330214";"";"73";"91";"";"1"
"330230";"";"156";"195";"";"1"
"330204";"";"62";"78";"";"1"
"330231";"";"156";"195";"";"1"
"330217";"";"73";"91";"";"1"
"330227";"";"156";"195";"";"1"
"330233";"";"169";"211";"";"1"
"330234";"";"169";"211";"";"1"
"330232";"";"156";"195";"";"1"
"380132";"";"156";"195";"";"1"
"330205";"";"113";"141";"";"1"
"330210";"";"99";"124";"";"1"
"330211";"";"99";"124";"";"1"
"330209";"";"99";"124";"";"1"
"330208";"";"99";"124";"";"1"
"560064";"";"96";"120";"";"1"
"330197";"";"72";"90";"";"1"
"330200";"";"72";"90";"";"1"
"560063";"";"96";"120";"";"1"
"380183";"";"72";"90";"";"1"
"380134";"";"73";"91";"";"1"
"330193";"";"46";"58";"";"1"
"330194";"";"46";"58";"";"1"
"330333";"219";"164";"205";"";"1"
"330226";"";"368";"460";"";"1"
"330334";"";"218";"272";"";"1"
"330223";"";"368";"460";"";"1"
"330224";"";"368";"460";"";"1"
"330225";"";"368";"460";"";"1"
"330221";"";"368";"460";"";"1"
"330238";"";"189";"236";"";"1"
"330239";"";"201";"251";"";"1"
"330222";"";"368";"460";"";"1"
"380133";"";"189";"236";"";"1"
"330237";"190";"142";"178";"";"1"
"330254";"";"110";"138";"";"1"
"330257";"";"110";"138";"";"1"
"330249";"";"189";"236";"";"1"
"330247";"";"189";"236";"";"1"
"380182";"";"110";"138";"";"1"
"380181";"";"110";"138";"";"1"
"330331";"";"200";"250";"";"1"
"330235";"";"201";"251";"";"1"
"330252";"";"189";"236";"";"1"
"330251";"";"189";"236";"";"1"
"380135";"";"189";"236";"";"1"
"330245";"";"189";"236";"";"1"
"330241";"";"189";"236";"";"1"
"330253";"190";"142";"178";"";"1"
"330238";"";"189";"236";"";"1"
"330248";"";"189";"236";"";"1"
"330278";"358";"272";"340";"";"1"
"330243";"";"189";"236";"";"1"
"330242";"";"189";"236";"";"1"
"330246";"";"189";"236";"";"1"
"330272";"150";"114";"142";"";"1"
"330330";"";"377";"471";"";"1"
"330279";"150";"114";"142";"";"1"
"330277";"358";"272";"340";"";"1"
"330287";"150";"114";"142";"";"1"
"330282";"150";"114";"142";"";"1"
"330286";"150";"114";"142";"";"1"
"330283";"150";"114";"142";"";"1"
"330281";"150";"114";"142";"";"1"
"330270";"358";"272";"340";"";"1"
"330289";"150";"114";"142";"";"1"
"330288";"150";"114";"142";"";"1"
"330274";"150";"114";"142";"";"1"
"330268";"358";"272";"340";"";"1"
"330285";"150";"114";"142";"";"1"
"330264";"150";"114";"142";"";"1"
"330267";"150";"114";"142";"";"1"
"330261";"150";"114";"142";"";"1"
"330265";"150";"114";"142";"";"1"
"330260";"150";"114";"142";"";"1"
"330259";"150";"114";"142";"";"1"
"330296";"";"131";"164";"";"1"
"330263";"150";"114";"142";"";"1"
"330293";"132";"92";"115";"";"1"
"330297";"";"131";"164";"";"1"
"330179";"";"135";"169";"";"1"
"330180";"";"135";"169";"";"1"
"330262";"358";"272";"340";"";"1"
"330182";"";"91";"114";"";"1"
"330191";"";"91";"114";"";"1"
"330192";"";"91";"114";"";"1"
"330185";"";"82";"102";"";"1"
"330186";"";"82";"102";"";"1"
"330327";"";"197";"246";"";"1"
"330317";"";"164";"205";"";"1"
"330335";"";"212";"265";"";"1"
"330325";"";"164";"205";"";"1"
"330187";"";"107";"134";"";"1"
"330326";"";"197";"246";"";"1"
"330184";"";"82";"102";"";"1"
"330323";"";"164";"205";"";"1"
"330181";"";"107";"134";"";"1"
"330324";"";"164";"205";"";"1"
"330189";"";"107";"134";"";"1"
"330188";"";"107";"134";"";"1"
"330339";"69";"55";"69";"";"1"
"330340";"";"33";"41";"";"1"
"330441";"";"179";"224";"";"1"
"380064";"";"107";"134";"";"1"
"330341";"";"33";"41";"";"1"
"330337";"";"67";"84";"";"1"
"330438";"274";"208";"260";"";"1"
"330433";"";"112";"140";"";"1"
"330439";"";"82";"102";"";"1"
"330440";"";"82";"102";"";"1"
"330336";"";"88";"110";"";"1"
"330437";"274";"208";"260";"";"1"
"520855";"";"69";"86";"";"1"
"520853";"";"69";"86";"";"1"
"520851";"";"55";"69";"";"1"
"560155";"";"1925";"2406";"1867";"1"
"520845";"";"166";"208";"";"1"
"520874";"";"164";"205";"";"1"
"520846";"";"231";"289";"";"1"
"520872";"";"164";"205";"";"1"
"520843";"";"143";"179";"";"1"
"520868";"";"164";"205";"";"1"
"520870";"";"164";"205";"";"1"
"520882";"";"61";"76";"";"1"
"330586";"";"111";"139";"";"1"
"520854";"";"112";"140";"";"1"
"520875";"";"61";"76";"";"1"
"520873";"";"106";"132";"";"1"
"520881";"";"164";"205";"";"1"
"330620";"279";"242";"302";"";"1"
"570151";"";"265";"331";"";"1"
"330621";"279";"242";"302";"";"1"
"330623";"279";"242";"302";"";"1"
"330640";"";"586";"732";"";"1"
"330622";"279";"242";"302";"";"1"
"330638";"";"586";"732";"";"1"
"330641";"";"586";"732";"";"1"
"330664";"";"182";"228";"";"1"
"330668";"";"182";"228";"";"1"
"330665";"";"253";"316";"";"1"
"330659";"";"182";"228";"";"1"
"330660";"";"253";"316";"";"1"
"330662";"";"182";"228";"";"1"
"330588";"";"412";"515";"";"1"
"330666";"";"182";"228";"";"1"
"330663";"";"253";"316";"";"1"
"330661";"";"253";"316";"";"1"
"380079";"";"143";"179";"";"1"
"330672";"";"143";"179";"";"1"
"330673";"";"205";"256";"";"1"
"330678";"";"143";"179";"";"1"
"330679";"";"205";"256";"";"1"
"330680";"";"143";"179";"";"1"
"330681";"";"205";"256";"";"1"
"330674";"";"205";"256";"";"1"
"330676";"";"143";"179";"";"1"
"330675";"";"143";"179";"";"1"
"330677";"";"205";"256";"";"1"
"330604";"";"99";"124";"";"1"
"330748";"163";"146";"182";"";"1"
"330603";"";"99";"124";"";"1"
"330760";"163";"146";"182";"";"1"
"330605";"";"99";"124";"";"1"
"330701";"279";"242";"302";"";"1"
"330736";"279";"242";"302";"";"1"
"330739";"279";"242";"302";"";"1"
"330700";"383";"268";"335";"";"1"
"330708";"";"383";"479";"";"1"
"330732";"163";"146";"182";"";"1"
"330733";"279";"242";"302";"";"1"
"330722";"279";"242";"302";"";"1"
"330720";"279";"242";"302";"";"1"
"330723";"163";"146";"182";"";"1"
"330763";"279";"242";"302";"";"1"
"330724";"279";"242";"302";"";"1"
"330719";"279";"242";"302";"";"1"
"330731";"279";"242";"302";"";"1"
"330716";"279";"242";"302";"";"1"
"330717";"163";"146";"182";"";"1"
"330715";"279";"242";"302";"";"1"
"330718";"447";"268";"335";"";"1"
"330753";"163";"146";"182";"";"1"
"330741";"163";"146";"182";"";"1"
"330747";"163";"146";"182";"";"1"
"380081";"";"1071";"1339";"1039";"1"
"380186";"";"176";"220";"";"1"
"380082";"";"234";"292";"";"1"
"330745";"163";"146";"182";"";"1"
"330775";"";"1071";"1339";"1039";"1"
"380084";"";"176";"220";"";"1"
"380083";"";"176";"220";"";"1"
"330780";"";"234";"292";"";"1"
"330788";"";"131";"164";"";"1"
"330781";"";"176";"220";"";"1"
"330846";"241";"207";"259";"";"1"
"330838";"241";"207";"259";"";"1"
"330836";"241";"207";"259";"";"1"
"330842";"";"153";"191";"";"1"
"330847";"";"153";"191";"";"1"
"330844";"";"153";"191";"";"1"
"330840";"241";"207";"259";"";"1"
"330845";"241";"207";"259";"";"1"
"330848";"";"153";"191";"";"1"
"330583";"";"164";"205";"";"1"
"330830";"";"153";"191";"";"1"
"330849";"241";"207";"259";"";"1"
"330831";"";"153";"191";"";"1"
"330582";"";"81";"101";"";"1"
"330614";"";"55";"69";"";"1"
"330517";"";"142";"178";"";"1"
"380071";"";"142";"178";"";"1"
"330613";"";"55";"69";"";"1"
"330516";"";"52";"65";"";"1"
"330518";"";"97";"121";"";"1"
"330514";"";"52";"65";"";"1"
"380070";"";"52";"65";"";"1"
"330503";"";"39";"49";"";"1"
"330504";"";"39";"49";"";"1"
"380140";"";"52";"65";"";"1"
"330501";"";"39";"49";"";"1"
"330515";"";"52";"65";"";"1"
"330450";"";"52";"65";"";"1"
"330452";"";"52";"65";"";"1"
"330451";"";"52";"65";"";"1"
"330502";"";"39";"49";"";"1"
"380185";"";"30";"38";"";"1"
"330444";"";"30";"38";"";"1"
"330446";"";"37";"46";"";"1"
"330511";"28";"20";"25";"";"1"
"330447";"";"37";"46";"";"1"
"330453";"28";"20";"25";"";"1"
"330443";"";"21";"26";"";"1"
"330510";"";"27";"34";"";"1"
"330509";"";"27";"34";"";"1"
"330506";"";"43";"54";"";"1"
"330508";"";"27";"34";"";"1"
"380138";"";"164";"205";"";"1"
"330507";"";"43";"54";"";"1"
"330461";"";"71";"89";"";"1"
"330462";"";"71";"89";"";"1"
"330542";"";"164";"205";"";"1"
"330539";"";"164";"205";"";"1"
"330544";"";"99";"124";"";"1"
"330523";"";"81";"101";"";"1"
"330543";"";"99";"124";"";"1"
"330538";"";"164";"205";"";"1"
"330536";"";"116";"145";"";"1"
"330540";"";"34";"42";"";"1"
"330534";"";"116";"145";"";"1"
"330524";"";"96";"120";"";"1"
"330535";"";"116";"145";"";"1"
"330537";"";"116";"145";"";"1"
"330527";"";"81";"101";"";"1"
"330532";"";"81";"101";"";"1"
"330531";"";"96";"120";"";"1"
"330541";"";"34";"42";"";"1"
"330530";"";"96";"120";"";"1"
"330528";"";"81";"101";"";"1"
"380139";"";"96";"120";"";"1"
"330533";"";"81";"101";"";"1"
"330550";"64";"49";"61";"";"1"
"330548";"64";"49";"61";"";"1"
"330551";"64";"49";"61";"";"1"
"330554";"64";"49";"61";"";"1"
"330549";"64";"49";"61";"";"1"
"330559";"";"17";"21";"";"1"
"330553";"64";"49";"61";"";"1"
"330546";"64";"49";"61";"";"1"
"330555";"";"90";"112";"";"1"
"330547";"64";"49";"61";"";"1"
"330557";"";"90";"112";"";"1"
"330560";"";"17";"21";"";"1"
"330558";"";"17";"21";"";"1"
"330561";"";"90";"112";"";"1"
"330486";"";"15";"19";"";"1"
"330490";"";"15";"19";"";"1"
"330489";"";"15";"19";"";"1"
"330487";"";"15";"19";"";"1"
"330488";"";"15";"19";"";"1"
"330564";"";"48";"60";"";"1"
"330479";"";"13";"16";"";"1"
"330563";"";"48";"60";"";"1"
"330571";"";"53";"66";"";"1"
"330480";"";"13";"16";"";"1"
"330580";"";"136";"170";"";"1"
"330578";"42";"37";"46";"";"1"
"330481";"";"13";"16";"";"1"
"330575";"42";"37";"46";"";"1"
"330562";"";"48";"60";"";"1"
"330482";"";"13";"16";"";"1"
"330570";"";"53";"66";"";"1"
"330579";"";"136";"170";"";"1"
"330574";"42";"37";"46";"";"1"
"330581";"";"136";"170";"";"1"
"330572";"42";"37";"46";"";"1"
"330576";"42";"37";"46";"";"1"
"330573";"42";"37";"46";"";"1"
"330577";"42";"37";"46";"";"1"
"330493";"";"23";"29";"";"1"
"330500";"";"23";"29";"";"1"
"330448";"";"41";"51";"";"1"
"330498";"";"23";"29";"";"1"
"330492";"";"23";"29";"";"1"
"330499";"";"23";"29";"";"1"
"330491";"";"23";"29";"";"1"
"330494";"";"23";"29";"";"1"
"330496";"";"23";"29";"";"1"
"330497";"";"23";"29";"";"1"
"330495";"";"23";"29";"";"1"
"330459";"";"16";"20";"";"1"
"330457";"";"16";"20";"";"1"
"330455";"";"16";"20";"";"1"
"330458";"";"16";"20";"";"1"
"330456";"";"16";"20";"";"1"
"330512";"";"27";"34";"";"1"
"330526";"";"81";"101";"";"1"
"330423";"";"48";"60";"";"1"
"330413";"";"169";"211";"";"1"
"330424";"";"48";"60";"";"1"
"330420";"";"84";"105";"";"1"
"330422";"";"48";"60";"";"1"
"330421";"";"48";"60";"";"1"
"330346";"";"59";"74";"";"1"
"330350";"";"80";"100";"";"1"
"330353";"";"173";"216";"";"1"
"330342";"";"268";"335";"";"1"
"330385";"";"173";"216";"";"1"
"330359";"";"148";"185";"";"1"
"330352";"";"335";"419";"";"1"
"330381";"";"116";"145";"";"1"
"330382";"";"116";"145";"";"1"
"330368";"";"133";"166";"";"1"
"330384";"";"116";"145";"";"1"
"330363";"";"148";"185";"";"1"
"330380";"";"116";"145";"";"1"
"330383";"";"116";"145";"";"1"
"330365";"";"148";"185";"";"1"
"330362";"";"148";"185";"";"1"
"330366";"";"189";"236";"";"1"
"330364";"";"148";"185";"";"1"
"330379";"";"218";"272";"";"1"
"330378";"";"218";"272";"";"1"
"330345";"";"63";"79";"";"1"
"330416";"";"110";"138";"";"1"
"380136";"";"169";"211";"";"1"
"330347";"";"58";"72";"";"1"
"330388";"";"63";"79";"";"1"
"330390";"";"100";"125";"";"1"
"330369";"";"63";"79";"";"1"
"330391";"";"63";"79";"";"1"
"330387";"";"63";"79";"";"1"
"330389";"";"63";"79";"";"1"
"330358";"134";"100";"125";"";"1"
"330393";"";"51";"64";"";"1"
"330367";"";"133";"166";"";"1"
"330392";"";"51";"64";"";"1"
"330400";"";"266";"332";"";"1"
"330357";"";"133";"166";"";"1"
"330399";"";"266";"332";"";"1"
"330401";"";"309";"386";"";"1"
"330403";"";"77";"96";"";"1"
"330404";"165";"125";"156";"";"1"
"330402";"";"77";"96";"";"1"
"330405";"165";"125";"156";"";"1"
"330409";"165";"125";"156";"";"1"
"330407";"165";"125";"156";"";"1"
"330406";"165";"125";"156";"";"1"
"330412";"";"53";"66";"";"1"
"330408";"165";"125";"156";"";"1"
"330411";"";"53";"66";"";"1"
"330376";"";"84";"105";"";"1"
"330344";"";"84";"105";"";"1"
"330410";"";"53";"66";"";"1"
"330377";"";"84";"105";"";"1"
"330343";"";"84";"105";"";"1"
"330418";"";"107";"134";"";"1"
"330419";"";"107";"134";"";"1"
"330425";"117";"105";"131";"";"1"
"330428";"117";"105";"131";"";"1"
"330429";"117";"105";"131";"";"1"
"330427";"117";"105";"131";"";"1"
"330374";"";"37";"46";"";"1"
"330373";"";"37";"46";"";"1"
"330426";"117";"105";"131";"";"1"
"330371";"";"37";"46";"";"1"
"330370";"";"37";"46";"";"1"
"330372";"";"37";"46";"";"1"
"370018";"";"207";"259";"";"1"
"380021";"";"859";"1074";"833";"1"
"330386";"";"58";"72";"";"1"
"380022";"";"365";"456";"";"1"
"380010";"327";"256";"320";"";"1"
"380023";"";"1015";"1269";"985";"1"
"380011";"390";"305";"381";"";"1"
"380014";"702";"526";"658";"";"1"
"380013";"702";"526";"658";"";"1"
"380012";"570";"427";"534";"";"1"
"380015";"";"426";"532";"";"1"
"380016";"";"1187";"1484";"1151";"1"
